EmployeeID,EmployeeCount,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,IncomeBand,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
170,1,49,45-53,No,"Travel Rarely",470,"Research & Development",20,4,Medical,3,Female,96,3,2,"Manufacturing Director",1,Married,6567,5k-10k,5549,1,No,14,3,3,0,16,2,2,15,11,5,11
171,1,43,36-44,No,"Travel Frequently",957,"Research & Development",28,3,Medical,2,Female,72,4,1,"Research Scientist",3,Single,4739,1k-5k,16090,4,No,12,3,4,0,18,2,3,3,2,1,2
174,1,50,45-53,No,"Travel Frequently",809,Sales,12,3,Marketing,3,Female,77,3,3,"Sales Executive",4,Single,9208,5k-10k,6645,4,No,11,3,4,0,16,3,3,2,2,2,1
175,1,31,27-35,Yes,"Travel Rarely",542,Sales,20,3,"Life Sciences",2,Female,71,1,2,"Sales Executive",3,Married,4559,1k-5k,24788,3,Yes,11,3,3,1,4,2,3,2,2,2,2
176,1,41,36-44,No,"Travel Rarely",802,Sales,9,1,"Life Sciences",3,Male,96,3,3,"Sales Executive",3,Divorced,8189,5k-10k,21196,3,Yes,13,3,3,1,12,2,3,9,7,0,7
177,1,26,18-26,No,"Travel Rarely",1355,"Human Resources",25,1,"Life Sciences",3,Female,61,3,1,"Human Resources",3,Married,2942,1k-5k,8916,1,No,23,4,4,1,8,3,3,8,7,5,7
178,1,36,36-44,No,"Travel Rarely",216,"Research & Development",6,2,Medical,2,Male,84,3,2,"Manufacturing Director",2,Divorced,4941,1k-5k,2819,6,No,20,4,4,2,7,0,3,3,2,0,1
179,1,51,45-53,Yes,"Travel Frequently",1150,"Research & Development",8,4,"Life Sciences",1,Male,53,1,3,"Manufacturing Director",4,Single,10650,10k-15k,25150,2,No,15,3,4,0,18,2,3,4,2,0,3
182,1,39,36-44,No,"Travel Rarely",1329,Sales,4,4,"Life Sciences",4,Female,47,2,2,"Sales Executive",3,Married,5902,5k-10k,14590,4,No,14,3,3,1,17,1,4,15,11,5,9
183,1,25,18-26,No,"Travel Rarely",959,Sales,28,3,"Life Sciences",1,Male,41,2,2,"Sales Executive",3,Married,8639,5k-10k,24835,2,No,18,3,4,0,6,3,3,2,2,2,2
184,1,30,27-35,No,"Travel Rarely",1240,"Human Resources",9,3,"Human Resources",3,Male,48,3,2,"Human Resources",4,Married,6347,5k-10k,13982,0,Yes,19,3,4,0,12,2,1,11,9,4,7
190,1,32,27-35,Yes,"Travel Rarely",1033,"Research & Development",9,3,Medical,1,Female,41,3,1,"Laboratory Technician",1,Single,4200,1k-5k,10224,7,No,22,4,1,0,10,2,4,5,4,0,4
192,1,45,45-53,No,"Travel Rarely",1316,"Research & Development",29,3,Medical,3,Male,83,3,1,"Research Scientist",4,Single,3452,1k-5k,9752,5,No,13,3,2,0,9,2,2,6,5,0,3
193,1,38,36-44,No,"Travel Rarely",364,"Research & Development",3,5,"Technical Degree",4,Female,32,3,2,"Research Scientist",3,Single,4317,1k-5k,2302,3,Yes,20,4,2,0,19,2,3,3,2,2,2
194,1,30,27-35,No,"Travel Rarely",438,"Research & Development",18,3,"Life Sciences",1,Female,75,3,1,"Research Scientist",3,Single,2632,1k-5k,23910,1,No,14,3,3,0,5,4,2,5,4,0,4
195,1,32,27-35,No,"Travel Frequently",689,Sales,9,2,Medical,4,Male,35,1,2,"Sales Executive",4,Divorced,4668,1k-5k,22812,0,No,17,3,4,3,9,2,4,8,7,0,7
197,1,30,27-35,No,"Travel Rarely",201,"Research & Development",5,3,"Technical Degree",4,Female,84,3,1,"Research Scientist",1,Divorced,3204,1k-5k,10415,5,No,14,3,4,1,8,3,3,3,2,2,2
198,1,30,27-35,No,"Travel Rarely",1427,"Research & Development",2,1,Medical,2,Male,35,2,1,"Laboratory Technician",4,Single,2720,1k-5k,11162,0,No,13,3,4,0,6,3,3,5,3,1,2
199,1,41,36-44,No,"Travel Frequently",857,"Research & Development",10,3,"Life Sciences",4,Male,91,2,4,Manager,1,Divorced,17181,15k-20k,12888,4,No,13,3,2,1,21,2,2,7,6,7,7
200,1,41,36-44,No,"Travel Rarely",933,"Research & Development",9,4,"Life Sciences",3,Male,94,3,1,"Laboratory Technician",1,Married,2238,1k-5k,6961,2,No,21,4,4,1,7,2,3,5,0,1,4
201,1,19,18-26,No,"Travel Rarely",1181,"Research & Development",3,1,Medical,2,Female,79,3,1,"Laboratory Technician",2,Single,1483,1k-5k,16102,1,No,14,3,4,0,1,3,3,1,0,0,0
202,1,40,36-44,No,"Travel Frequently",1395,"Research & Development",26,3,Medical,2,Female,54,3,2,"Research Scientist",2,Divorced,5605,5k-10k,8504,1,No,11,3,1,1,20,2,3,20,7,2,13
204,1,35,27-35,No,"Travel Rarely",662,Sales,1,5,Marketing,3,Male,94,3,3,"Sales Executive",2,Married,7295,5k-10k,11439,1,No,13,3,1,2,10,3,3,10,8,0,6
205,1,53,45-53,No,"Travel Rarely",1436,Sales,6,2,Marketing,2,Male,34,3,2,"Sales Representative",3,Married,2306,1k-5k,16047,2,Yes,20,4,4,1,13,3,1,7,7,4,5
206,1,45,45-53,No,"Travel Rarely",194,"Research & Development",9,3,"Life Sciences",2,Male,60,3,2,"Laboratory Technician",2,Divorced,2348,1k-5k,10901,8,No,18,3,3,1,20,2,1,17,9,0,15
207,1,32,27-35,No,"Travel Frequently",967,Sales,8,3,Marketing,2,Female,43,3,3,"Sales Executive",4,Single,8998,5k-10k,15589,1,No,14,3,4,0,9,2,3,9,8,3,7
208,1,29,27-35,No,Non-Travel,1496,"Research & Development",1,1,"Technical Degree",4,Male,41,3,2,"Manufacturing Director",3,Married,4319,1k-5k,26283,1,No,13,3,1,1,10,1,3,10,7,0,9
211,1,51,45-53,No,"Travel Rarely",1169,"Research & Development",7,4,Medical,2,Male,34,2,2,"Manufacturing Director",3,Married,6132,5k-10k,13983,2,No,17,3,3,0,10,2,3,1,0,0,0
214,1,58,54-60,No,"Travel Rarely",1145,"Research & Development",9,3,Medical,2,Female,75,2,1,"Research Scientist",2,Married,3346,1k-5k,11873,4,Yes,20,4,2,1,9,3,2,1,0,0,0
215,1,40,36-44,No,"Travel Rarely",630,Sales,4,4,Marketing,3,Male,67,2,3,"Sales Executive",4,Married,10855,10k-15k,8552,7,No,11,3,1,1,15,2,2,12,11,2,11
216,1,34,27-35,No,"Travel Frequently",303,Sales,2,4,Marketing,3,Female,75,3,1,"Sales Representative",3,Married,2231,1k-5k,11314,6,No,18,3,4,1,6,3,3,4,3,1,2
217,1,22,18-26,No,"Travel Rarely",1256,"Research & Development",19,1,Medical,3,Male,80,3,1,"Research Scientist",4,Married,2323,1k-5k,11992,1,No,24,4,1,2,2,6,3,2,2,2,2
218,1,27,27-35,No,Non-Travel,691,"Research & Development",9,3,Medical,4,Male,57,3,1,"Research Scientist",2,Divorced,2024,1k-5k,5970,6,No,18,3,4,1,6,1,1,2,2,2,2
221,1,28,27-35,No,"Travel Rarely",440,"Research & Development",21,3,Medical,3,Male,42,3,1,"Research Scientist",4,Married,2713,1k-5k,6672,1,No,11,3,3,1,5,2,1,5,2,0,2
223,1,57,54-60,No,"Travel Rarely",334,"Research & Development",24,2,"Life Sciences",3,Male,83,4,3,"Healthcare Representative",4,Divorced,9439,5k-10k,23402,3,Yes,16,3,2,1,12,2,1,5,3,1,4
224,1,27,27-35,No,Non-Travel,1450,"Research & Development",3,3,Medical,3,Male,79,2,1,"Research Scientist",3,Divorced,2566,1k-5k,25326,1,Yes,15,3,4,1,1,2,2,1,1,0,1
226,1,50,45-53,No,"Travel Rarely",1452,"Research & Development",11,3,"Life Sciences",3,Female,53,3,5,Manager,2,Single,19926,15k-20k,17053,3,No,15,3,2,0,21,5,3,5,4,4,4
227,1,41,36-44,No,"Travel Rarely",465,"Research & Development",14,3,"Life Sciences",1,Male,56,3,1,"Research Scientist",3,Divorced,2451,1k-5k,4609,4,No,12,3,1,1,13,2,3,9,8,1,8
228,1,30,27-35,No,"Travel Rarely",1339,Sales,5,3,"Life Sciences",2,Female,41,3,3,"Sales Executive",4,Married,9419,5k-10k,8053,2,No,12,3,3,1,12,2,3,10,9,7,4
230,1,38,36-44,No,"Travel Rarely",702,Sales,1,4,"Life Sciences",1,Female,59,2,2,"Sales Executive",4,Single,8686,5k-10k,12930,4,No,22,4,3,0,12,2,4,8,3,0,7
231,1,32,27-35,No,"Travel Rarely",120,"Research & Development",6,5,"Life Sciences",3,Male,43,3,1,"Research Scientist",3,Single,3038,1k-5k,12430,3,No,20,4,1,0,8,2,3,5,4,1,4
233,1,27,27-35,No,"Travel Rarely",1157,"Research & Development",17,3,"Technical Degree",3,Male,51,3,1,"Research Scientist",2,Married,3058,1k-5k,13364,0,Yes,16,3,4,1,6,3,2,5,2,1,1
235,1,19,18-26,Yes,"Travel Frequently",602,Sales,1,1,"Technical Degree",3,Female,100,1,1,"Sales Representative",1,Single,2325,1k-5k,20989,0,No,21,4,1,0,1,5,4,0,0,0,0
238,1,36,36-44,No,"Travel Frequently",1480,"Research & Development",3,2,Medical,4,Male,30,3,1,"Laboratory Technician",2,Single,2088,1k-5k,15062,4,No,12,3,3,0,13,3,2,8,7,7,2
239,1,30,27-35,No,Non-Travel,111,"Research & Development",9,3,Medical,3,Male,66,3,2,"Laboratory Technician",1,Divorced,3072,1k-5k,11012,1,No,11,3,3,2,12,4,3,12,9,6,10
240,1,45,45-53,No,"Travel Rarely",1268,Sales,4,2,"Life Sciences",3,Female,30,3,2,"Sales Executive",1,Divorced,5006,5k-10k,6319,4,Yes,11,3,1,1,9,3,4,5,4,0,3
241,1,56,54-60,No,"Travel Rarely",713,"Research & Development",8,3,"Life Sciences",3,Female,67,3,1,"Research Scientist",1,Divorced,4257,1k-5k,13939,4,Yes,18,3,3,1,19,3,3,2,2,2,2
242,1,33,27-35,No,"Travel Rarely",134,"Research & Development",2,3,"Life Sciences",3,Male,90,3,1,"Research Scientist",4,Single,2500,1k-5k,10515,0,No,14,3,1,0,4,2,4,3,1,0,2
243,1,19,18-26,Yes,"Travel Rarely",303,"Research & Development",2,3,"Life Sciences",2,Male,47,2,1,"Laboratory Technician",4,Single,1102,1k-5k,9241,1,No,22,4,3,0,1,3,2,1,0,1,0
244,1,46,45-53,No,"Travel Rarely",526,Sales,1,2,Marketing,2,Female,92,3,3,"Sales Executive",1,Divorced,10453,10k-15k,2137,1,No,25,4,3,3,24,2,3,24,13,15,7
245,1,38,36-44,No,"Travel Rarely",1380,"Research & Development",9,2,"Life Sciences",3,Female,75,3,1,"Laboratory Technician",4,Single,2288,1k-5k,6319,1,No,12,3,3,0,2,3,3,2,2,2,1
246,1,31,27-35,No,"Travel Rarely",140,"Research & Development",12,1,Medical,3,Female,95,3,1,"Research Scientist",4,Married,3929,1k-5k,6984,8,Yes,23,4,3,1,7,0,3,4,2,0,2
247,1,34,27-35,No,"Travel Rarely",629,"Research & Development",27,2,Medical,4,Female,95,3,1,"Research Scientist",2,Single,2311,1k-5k,5711,2,No,15,3,4,0,9,3,3,3,2,1,2
248,1,41,36-44,Yes,"Travel Rarely",1356,Sales,20,2,Marketing,2,Female,70,3,1,"Sales Representative",2,Single,3140,1k-5k,21728,1,Yes,22,4,4,0,4,5,2,4,3,0,2
249,1,50,45-53,No,"Travel Rarely",328,"Research & Development",1,3,Medical,3,Male,86,2,1,"Laboratory Technician",3,Married,3690,1k-5k,3425,2,No,15,3,4,1,5,2,2,3,2,0,2
250,1,53,45-53,No,"Travel Rarely",1084,"Research & Development",13,2,Medical,4,Female,57,4,2,"Manufacturing Director",1,Divorced,4450,1k-5k,26250,1,No,11,3,3,2,5,3,3,4,2,1,3
252,1,33,27-35,No,"Travel Rarely",931,"Research & Development",14,3,Medical,4,Female,72,3,1,"Research Scientist",2,Married,2756,1k-5k,4673,1,No,13,3,4,1,8,5,3,8,7,1,6
253,1,40,36-44,No,"Travel Rarely",989,"Research & Development",4,1,Medical,4,Female,46,3,5,Manager,3,Married,19033,15k-20k,6499,1,No,14,3,2,1,21,2,3,20,8,9,9
254,1,55,54-60,No,"Travel Rarely",692,"Research & Development",14,4,Medical,3,Male,61,4,5,"Research Director",2,Single,18722,15k-20k,13339,8,No,11,3,4,0,36,3,3,24,15,2,15
256,1,34,27-35,No,"Travel Frequently",1069,"Research & Development",2,1,"Life Sciences",4,Male,45,2,2,"Manufacturing Director",3,Married,9547,5k-10k,14074,1,No,17,3,3,0,10,2,2,10,9,1,9
258,1,51,45-53,No,"Travel Rarely",313,"Research & Development",3,3,Medical,4,Female,98,3,4,"Healthcare Representative",2,Single,13734,10k-15k,7192,3,No,18,3,3,0,21,6,3,7,7,1,0
259,1,52,45-53,No,"Travel Rarely",699,"Research & Development",1,4,"Life Sciences",3,Male,65,2,5,Manager,3,Married,19999,15k-20k,5678,0,No,14,3,1,1,34,5,3,33,18,11,9
260,1,27,27-35,No,"Travel Rarely",894,"Research & Development",9,3,Medical,4,Female,99,3,1,"Research Scientist",2,Single,2279,1k-5k,11781,1,No,16,3,4,0,7,2,2,7,7,0,3
261,1,35,27-35,Yes,"Travel Rarely",556,"Research & Development",23,2,"Life Sciences",2,Male,50,2,2,"Manufacturing Director",3,Married,5916,5k-10k,15497,3,Yes,13,3,1,0,8,1,3,1,0,0,1
262,1,43,36-44,No,Non-Travel,1344,"Research & Development",7,3,Medical,4,Male,37,4,1,"Research Scientist",4,Divorced,2089,1k-5k,5228,4,No,14,3,4,3,7,3,4,5,4,2,2
264,1,45,45-53,No,Non-Travel,1195,"Research & Development",2,2,Medical,1,Male,65,2,4,Manager,4,Married,16792,15k-20k,20462,9,No,23,4,4,1,22,1,3,20,8,11,8
267,1,37,36-44,No,"Travel Rarely",290,"Research & Development",21,3,"Life Sciences",2,Male,65,4,1,"Research Scientist",1,Married,3564,1k-5k,22977,1,Yes,12,3,1,1,8,3,2,8,7,1,7
269,1,35,27-35,No,"Travel Frequently",138,"Research & Development",2,3,Medical,2,Female,37,3,2,"Laboratory Technician",2,Single,4425,1k-5k,15986,5,No,11,3,4,0,10,5,3,6,2,1,2
270,1,42,36-44,No,Non-Travel,926,"Research & Development",21,2,Medical,3,Female,36,3,2,"Manufacturing Director",3,Divorced,5265,5k-10k,16439,2,No,16,3,2,1,11,5,3,5,3,0,2
271,1,38,36-44,No,"Travel Rarely",1261,"Research & Development",2,4,"Life Sciences",4,Male,88,3,2,"Manufacturing Director",3,Married,6553,5k-10k,7259,9,No,14,3,2,0,14,3,3,1,0,0,0
273,1,38,36-44,No,"Travel Rarely",1084,"Research & Development",29,3,"Technical Degree",4,Male,54,3,2,"Manufacturing Director",4,Married,6261,5k-10k,4185,3,No,18,3,1,1,9,3,1,7,7,1,7
274,1,27,27-35,No,"Travel Frequently",472,"Research & Development",1,1,"Technical Degree",3,Male,60,2,2,"Manufacturing Director",1,Married,4298,1k-5k,9679,5,No,19,3,3,1,6,1,3,2,2,2,0
275,1,49,45-53,No,Non-Travel,1002,"Research & Development",18,4,"Life Sciences",4,Male,92,3,2,"Manufacturing Director",4,Divorced,6804,5k-10k,23793,1,Yes,15,3,1,2,7,0,3,7,7,1,7
277,1,34,27-35,No,"Travel Frequently",878,"Research & Development",10,4,Medical,4,Male,43,3,1,"Research Scientist",3,Divorced,3815,1k-5k,5972,1,Yes,17,3,4,1,5,4,4,5,3,2,0
281,1,40,36-44,No,"Travel Rarely",905,"Research & Development",19,2,Medical,3,Male,99,3,2,"Laboratory Technician",4,Married,2741,1k-5k,16523,8,Yes,15,3,3,1,15,2,4,7,2,3,7
282,1,38,36-44,Yes,"Travel Rarely",1180,"Research & Development",29,1,Medical,2,Male,70,3,2,"Healthcare Representative",1,Married,6673,5k-10k,11354,7,Yes,19,3,2,0,17,2,3,1,0,0,0
283,1,29,27-35,Yes,"Travel Rarely",121,Sales,27,3,Marketing,2,Female,35,3,3,"Sales Executive",4,Married,7639,5k-10k,24525,1,No,22,4,4,3,10,3,2,10,4,1,9
284,1,22,18-26,No,"Travel Rarely",1136,"Research & Development",5,3,"Life Sciences",4,Male,60,4,1,"Research Scientist",2,Divorced,2328,1k-5k,12392,1,Yes,16,3,1,1,4,2,2,4,2,2,2
286,1,36,36-44,No,"Travel Frequently",635,"Research & Development",18,1,Medical,2,Female,73,3,1,"Laboratory Technician",4,Single,2153,1k-5k,7703,1,No,13,3,1,0,8,2,3,8,1,1,7
287,1,40,36-44,No,Non-Travel,1151,"Research & Development",9,5,"Life Sciences",4,Male,63,2,2,"Healthcare Representative",4,Married,4876,1k-5k,14242,9,No,14,3,4,1,5,5,1,3,2,0,2
288,1,46,45-53,No,"Travel Rarely",644,"Research & Development",1,4,Medical,4,Male,97,3,3,"Healthcare Representative",1,Divorced,9396,5k-10k,12368,7,No,16,3,3,1,17,3,3,4,2,0,3
291,1,32,27-35,Yes,"Travel Rarely",1045,Sales,4,4,Medical,4,Male,32,1,3,"Sales Executive",4,Married,10400,10k-15k,25812,1,No,11,3,3,0,14,2,2,14,8,9,8
292,1,30,27-35,No,Non-Travel,829,"Research & Development",1,1,"Life Sciences",3,Male,88,2,3,"Manufacturing Director",3,Single,8474,5k-10k,20925,1,No,22,4,3,0,12,2,3,11,8,5,8
293,1,27,27-35,No,"Travel Frequently",1242,Sales,20,3,"Life Sciences",4,Female,90,3,2,"Sales Executive",3,Single,9981,5k-10k,12916,1,No,14,3,4,0,7,2,3,7,7,0,7
296,1,51,45-53,No,"Travel Rarely",1469,"Research & Development",8,4,"Life Sciences",2,Male,81,2,3,"Research Director",2,Married,12490,10k-15k,15736,5,No,16,3,4,2,16,5,1,10,9,4,7
297,1,30,27-35,Yes,"Travel Rarely",1005,"Research & Development",3,3,"Technical Degree",4,Female,88,3,1,"Research Scientist",1,Single,2657,1k-5k,8556,5,Yes,11,3,3,0,8,5,3,5,2,0,4
298,1,41,36-44,No,"Travel Rarely",896,Sales,6,3,"Life Sciences",4,Female,75,3,3,Manager,4,Single,13591,10k-15k,14674,3,Yes,18,3,3,0,16,3,3,1,0,0,0
299,1,30,27-35,Yes,"Travel Frequently",334,Sales,26,4,Marketing,3,Female,52,2,2,"Sales Executive",1,Single,6696,5k-10k,22967,5,No,15,3,3,0,9,5,2,6,3,0,1
300,1,29,27-35,Yes,"Travel Rarely",992,"Research & Development",1,3,"Technical Degree",3,Male,85,3,1,"Research Scientist",3,Single,2058,1k-5k,19757,0,No,14,3,4,0,7,1,2,6,2,1,5
302,1,45,45-53,No,Non-Travel,1052,Sales,6,3,Medical,4,Female,57,2,3,"Sales Executive",4,Single,8865,5k-10k,16840,6,No,12,3,4,0,23,2,3,19,7,12,8
303,1,54,54-60,No,"Travel Rarely",1147,Sales,3,3,Marketing,4,Female,52,3,2,"Sales Executive",1,Married,5940,5k-10k,17011,2,No,14,3,4,1,16,4,3,6,2,0,5
304,1,36,36-44,No,"Travel Rarely",1396,"Research & Development",5,2,"Life Sciences",4,Male,62,3,2,"Laboratory Technician",2,Single,5914,5k-10k,9945,8,No,16,3,4,0,16,3,4,13,11,3,7
305,1,33,27-35,No,"Travel Rarely",147,"Research & Development",4,4,Medical,3,Female,47,2,1,"Research Scientist",2,Married,2622,1k-5k,13248,6,No,21,4,4,0,7,3,3,3,2,1,1
306,1,37,36-44,No,"Travel Frequently",663,"Research & Development",11,3,Other,2,Male,47,3,3,"Research Director",4,Divorced,12185,10k-15k,10056,1,Yes,14,3,3,3,10,1,3,10,8,0,7
307,1,38,36-44,No,"Travel Rarely",119,Sales,3,3,"Life Sciences",1,Male,76,3,3,"Sales Executive",3,Divorced,10609,10k-15k,9647,0,No,12,3,3,2,17,6,2,16,10,5,13
308,1,31,27-35,No,Non-Travel,979,"Research & Development",1,4,Medical,3,Male,90,1,2,"Manufacturing Director",3,Married,4345,1k-5k,4381,0,No,12,3,4,1,6,2,3,5,4,1,4
309,1,59,54-60,No,"Travel Rarely",142,"Research & Development",3,3,"Life Sciences",3,Male,70,2,1,"Research Scientist",4,Married,2177,1k-5k,8456,3,No,17,3,1,1,7,6,3,1,0,0,0
311,1,37,36-44,No,"Travel Frequently",319,Sales,4,4,Marketing,1,Male,41,3,1,"Sales Representative",4,Divorced,2793,1k-5k,2539,4,No,17,3,3,1,13,2,3,9,8,5,8
312,1,29,27-35,No,"Travel Frequently",1413,Sales,1,1,Medical,2,Female,42,3,3,"Sales Executive",4,Married,7918,5k-10k,6599,1,No,14,3,4,1,11,5,3,11,10,4,1
314,1,35,27-35,No,"Travel Frequently",944,Sales,1,3,Marketing,3,Female,92,3,3,"Sales Executive",3,Single,8789,5k-10k,9096,1,No,14,3,1,0,10,3,4,10,7,0,8
315,1,29,27-35,Yes,"Travel Rarely",896,"Research & Development",18,1,Medical,3,Male,86,2,1,"Research Scientist",4,Single,2389,1k-5k,14961,1,Yes,13,3,3,0,4,3,2,4,3,0,1
316,1,52,45-53,No,"Travel Rarely",1323,"Research & Development",2,3,"Life Sciences",3,Female,89,2,1,"Laboratory Technician",4,Single,3212,1k-5k,3300,7,No,15,3,2,0,6,3,2,2,2,2,2
319,1,42,36-44,No,"Travel Rarely",532,"Research & Development",4,2,"Technical Degree",3,Male,58,3,5,Manager,4,Married,19232,15k-20k,4933,1,No,11,3,4,0,22,3,3,22,17,11,15
321,1,59,54-60,No,"Travel Rarely",818,"Human Resources",6,2,Medical,2,Male,52,3,1,"Human Resources",3,Married,2267,1k-5k,25657,8,No,17,3,4,0,7,2,2,2,2,2,2
323,1,50,45-53,No,"Travel Rarely",854,Sales,1,4,Medical,4,Female,68,3,5,Manager,4,Divorced,19517,15k-20k,24118,3,No,11,3,3,1,32,3,2,7,0,0,6
325,1,33,27-35,Yes,"Travel Rarely",813,"Research & Development",14,3,Medical,3,Male,58,3,1,"Laboratory Technician",4,Married,2436,1k-5k,22149,5,Yes,13,3,3,1,8,2,1,5,4,0,4
327,1,43,36-44,No,"Travel Rarely",1034,Sales,16,3,Marketing,4,Female,80,3,4,Manager,4,Married,16064,15k-20k,7744,5,Yes,22,4,3,1,22,3,3,17,13,1,9
328,1,33,27-35,Yes,"Travel Rarely",465,"Research & Development",2,2,"Life Sciences",1,Female,39,3,1,"Laboratory Technician",1,Married,2707,1k-5k,21509,7,No,20,4,1,0,13,3,4,9,7,1,7
329,1,52,45-53,No,Non-Travel,771,Sales,2,4,"Life Sciences",1,Male,79,2,5,Manager,3,Single,19068,15k-20k,21030,1,Yes,18,3,4,0,33,2,4,33,7,15,12
330,1,32,27-35,No,"Travel Rarely",1401,Sales,4,2,"Life Sciences",3,Female,56,3,1,"Sales Representative",2,Married,3931,1k-5k,20990,2,No,11,3,1,1,6,5,3,4,3,1,2
331,1,32,27-35,Yes,"Travel Rarely",515,"Research & Development",1,3,"Life Sciences",4,Male,62,2,1,"Laboratory Technician",3,Single,3730,1k-5k,9571,0,Yes,14,3,4,0,4,2,1,3,2,1,2
332,1,39,36-44,No,"Travel Rarely",1431,"Research & Development",1,4,Medical,3,Female,96,3,1,"Laboratory Technician",3,Divorced,2232,1k-5k,15417,7,No,14,3,3,3,7,1,3,3,2,1,2
333,1,32,27-35,No,Non-Travel,976,Sales,26,4,Marketing,3,Male,100,3,2,"Sales Executive",4,Married,4465,1k-5k,12069,0,No,18,3,1,0,4,2,3,3,2,2,2
334,1,41,36-44,No,"Travel Rarely",1411,"Research & Development",19,2,"Life Sciences",3,Male,36,3,2,"Research Scientist",1,Divorced,3072,1k-5k,19877,2,No,16,3,1,2,17,2,2,1,0,0,0
335,1,40,36-44,No,"Travel Rarely",1300,"Research & Development",24,2,"Technical Degree",1,Male,62,3,2,"Research Scientist",4,Divorced,3319,1k-5k,24447,1,No,17,3,1,2,9,3,3,9,8,4,7
336,1,45,45-53,No,"Travel Rarely",252,"Research & Development",1,3,Other,3,Male,70,4,5,Manager,4,Married,19202,15k-20k,15970,0,No,11,3,3,1,25,2,3,24,0,1,7
337,1,31,27-35,No,"Travel Frequently",1327,"Research & Development",3,4,Medical,2,Male,73,3,3,"Research Director",3,Divorced,13675,10k-15k,13523,9,No,12,3,1,1,9,3,3,2,2,2,2
338,1,33,27-35,No,"Travel Rarely",832,"Research & Development",5,4,"Life Sciences",3,Female,63,2,1,"Research Scientist",4,Married,2911,1k-5k,14776,1,No,13,3,3,1,2,2,2,2,2,0,2
339,1,34,27-35,No,"Travel Rarely",470,"Research & Development",2,4,"Life Sciences",4,Male,84,2,2,"Manufacturing Director",1,Married,5957,5k-10k,23687,6,No,13,3,2,1,13,3,3,11,9,5,9
340,1,37,36-44,No,"Travel Rarely",1017,"Research & Development",1,2,Medical,3,Female,83,2,1,"Research Scientist",1,Married,3920,1k-5k,18697,2,No,14,3,1,1,17,2,2,3,1,0,2
341,1,45,45-53,No,"Travel Frequently",1199,"Research & Development",7,4,"Life Sciences",1,Male,77,4,2,"Manufacturing Director",3,Married,6434,5k-10k,5118,4,No,17,3,4,1,9,1,3,3,2,0,2
342,1,37,36-44,Yes,"Travel Frequently",504,"Research & Development",10,3,Medical,1,Male,61,3,3,"Manufacturing Director",3,Divorced,10048,10k-15k,22573,6,No,11,3,2,2,17,5,3,1,0,0,0
343,1,39,36-44,No,"Travel Frequently",505,"Research & Development",2,4,"Technical Degree",3,Female,64,3,3,"Healthcare Representative",3,Single,10938,10k-15k,6420,0,No,25,4,4,0,20,1,3,19,6,11,8
346,1,29,27-35,No,"Travel Rarely",665,"Research & Development",15,3,"Life Sciences",3,Male,60,3,1,"Research Scientist",4,Single,2340,1k-5k,22673,1,No,19,3,1,0,6,1,3,6,5,1,5
347,1,42,36-44,No,"Travel Rarely",916,"Research & Development",17,2,"Life Sciences",4,Female,82,4,2,"Research Scientist",1,Single,6545,5k-10k,23016,3,Yes,13,3,3,0,10,1,3,3,2,0,2
349,1,29,27-35,No,"Travel Rarely",1247,Sales,20,2,Marketing,4,Male,45,3,2,"Sales Executive",4,Divorced,6931,5k-10k,10732,2,No,14,3,4,1,10,2,3,3,2,0,2
350,1,25,18-26,No,"Travel Rarely",685,"Research & Development",1,3,"Life Sciences",1,Female,62,3,2,"Manufacturing Director",3,Married,4898,1k-5k,7505,0,No,12,3,4,2,5,3,3,4,2,1,2
351,1,42,36-44,No,"Travel Rarely",269,"Research & Development",2,3,Medical,4,Female,56,2,1,"Laboratory Technician",1,Divorced,2593,1k-5k,8007,0,Yes,11,3,3,1,10,4,3,9,6,7,8
352,1,40,36-44,No,"Travel Rarely",1416,"Research & Development",2,2,Medical,1,Male,49,3,5,"Research Director",3,Divorced,19436,15k-20k,5949,0,No,19,3,4,1,22,5,3,21,7,3,9
353,1,51,45-53,No,"Travel Rarely",833,"Research & Development",1,3,"Life Sciences",3,Male,96,3,1,"Research Scientist",4,Married,2723,1k-5k,23231,1,No,11,3,2,0,1,0,2,1,0,0,0
355,1,31,27-35,Yes,"Travel Frequently",307,"Research & Development",29,2,Medical,3,Male,71,2,1,"Laboratory Technician",2,Single,3479,1k-5k,11652,0,No,11,3,2,0,6,2,4,5,4,1,4
359,1,32,27-35,No,"Travel Frequently",1311,"Research & Development",7,3,"Life Sciences",2,Male,100,4,1,"Laboratory Technician",2,Married,2794,1k-5k,26062,1,No,20,4,3,0,5,3,1,5,1,0,3
361,1,38,36-44,No,Non-Travel,1327,Sales,2,2,"Life Sciences",4,Male,39,2,2,"Sales Executive",4,Married,5249,5k-10k,19682,3,No,18,3,4,1,13,0,3,8,7,7,5
